STATION,NETWORK,ADDRESS,CITY,STATE,ZIP,AMPS,KW,NON_KWH,MEM_KWH,MEM_FEE_PER_MONTH,RATE_PER_MIN,FLATE_FEE
Walmart,Electrify America,5125 East Kings Canyon Road,Fresno,CA,93727,875,350,0.43,0.31,4,NULL,NULL
ChargePoint at Marina Target,ChargePoint,133 General Stilwell Drive,Marina,CA,93933,174,62,0.58,NULL,NULL,NULL,NULL
Foods Co 387,Electrify America,2443-H DELA ROSA SR Street,Soledad,CA,93960,875,350,0.43,0.31,4,NULL,NULL
Target,ChargePoint,1790 Airline Highway,Hollister,CA,95023,62,62,0.58,NULL,NULL,NULL,NULL
Chevron-jensen,ChargePoint,2885 East Jensen Avenue,Fresno,CA,93706,62,62,0.25,NULL,NULL,0.1,NULL
Save Mart,Electrify America,4043 West Clinton,Fresno,CA,93722,875,350,0.43,0.31,4,NULL,NULL
The Lodge Visitor Center,ChargePoint,2700 17 Mile Drive,Del Monte Forest,CA,93953,62,62,0.5,NULL,NULL,NULL,NULL
"Save Mart 651 (Fresno, CA)",Electrify America,5750 North First Street,Fresno,CA,93710,875,350,0.43,0.31,4,NULL,NULL
EZ Trip Travel Center,None,28577 Avenue 12,Madera,CA,93637,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Lodge,ChargePoint,3297 17 Mile Drive,Del Monte Forest,CA,93953,62,62,0.5,NULL,NULL,NULL,NULL
Safeway,Electrify America,1212 Forest Avenue,Pacific Grove,CA,93950,875,350,0.43,0.31,4,NULL,NULL
King City Center,ChargePoint,560 Canal Street,King City,CA,93930,62,62,0.58,NULL,NULL,NULL,NULL
C.H. Warlow Rest Area NB-SB Route 99,None,CA-99 Exit 109,Kingsburg,CA,93631,NULL,NULL,0,NULL,NULL,NULL,NULL
Caltrans District 6 Office,None,1283 North West Avenue,Fresno,CA,93728,NULL,NULL,0,NULL,NULL,NULL,NULL
Caltrans Maintenance Station - Madera,None,125 West Almond Avenue,Madera,CA,93637,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Sequoia Courts,EVCS,440 South Modoc Street,Fresno,CA,93706,NULL,NULL,0.49,NULL,NULL,NULL,NULL
Sierra Plaza,EVCS,838 Tulare Street,Fresno,CA,93706,NULL,NULL,0.49,NULL,NULL,NULL,NULL
Fairview,EVCS,2195 South Maud Avenue,Fresno,CA,93706,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Legacy Commons,EVCS,2255 South Plumas Street,Fresno,CA,93706,NULL,NULL,0.49,NULL,NULL,NULL,NULL
Macerich Fashion Fair,Electrify America,645 East Shaw Avenue,Fresno,CA,93710,875,350,0.43,0.31,4,NULL,NULL
Monterey Airprt,ChargePoint,200 Fred Kane Drive,Monterey,CA,93940,62,62,NULL,NULL,NULL,NULL,5
Store #7048 (King City),EVConnect,1302 Broadway Circle,King City,CA,93930,300,120,0.35,NULL,NULL,NULL,NULL
7-Eleven 7-Eleven,ChargePoint,6875 North Milburn Avenue,Fresno,CA,93722,62,62,0.46,NULL,NULL,NULL,NULL
D&K Seascape Village Shops at Seaside Village,Electrify America,13 Seascape Village,Aptos,CA,95003,875,350,0.43,0.31,4,NULL,NULL
Food Maxx,Electrify America,1465 MAIN Street,Watsonville,CA,95076,875,350,0.43,0.31,4,NULL,NULL
SWS Fuel Inc.,EVConnect,32685 Avenue 7,Madera,CA,93637,125,50,0.5,NULL,NULL,NULL,NULL
Pacific Grove City Lot2,ChargePoint,207 16th Street,Pacific Grove,CA,93950,62,62,0.37,NULL,NULL,NULL,NULL
Fresno Buick GMC,Flo,5515 North Blackstone Avenue,Fresno,CA,93710,125,50,NULL,NULL,NULL,0.25,NULL
Best Western Plus Capitola By-The-Sea Inn & Suites,EVCS,1435 41st Avenue,Capitola,CA,95010,NULL,NULL,0.49,NULL,NULL,NULL,NULL
Soledad Starbucks,Unknown,3070 H Dela Rosa Sr Street,Soledad,CA,93960,350,200,0.42,NULL,NULL,NULL,NULL
Antioch Nissan,None,1831 Auto Center Drive,Antioch,CA,94509,NULL,NULL,0,NULL,NULL,NULL,NULL
Nissan of Serramonte,None,1500 Collins Avenue,Colma,CA,94014,NULL,NULL,0,NULL,NULL,NULL,NULL
Premier Nissan of Fremont,None,5701 Cushing Parkway,Fremont,CA,94538,NULL,NULL,0,NULL,NULL,NULL,NULL
Hayward Nissan,None,24644 Mission Boulevard,Hayward,CA,94544,NULL,NULL,0,NULL,NULL,NULL,NULL
Boardwalk Auto Mall,None,1 Bair Island Road,Redwood City,CA,94063,NULL,NULL,0,NULL,NULL,NULL,NULL
Hanlees Hilltop Nissan,None,3277 Auto Plaza,Richmond,CA,94806,NULL,NULL,0,NULL,NULL,NULL,NULL
Premier Nissan - San Jose,None,1120 West Capitol Expy,San Jose,CA,95136,NULL,NULL,0,NULL,NULL,NULL,NULL
San Leandro Nissan,None,1152 Marina Boulevard,San Leandro,CA,94577,NULL,NULL,0,NULL,NULL,NULL,NULL
Dublin Nissan,None,6450 Dublin Ct,Dublin,CA,94568,NULL,NULL,0,NULL,NULL,NULL,NULL
Nissan of Stockton,None,3077 East Hammer Lane,Stockton,CA,95212,NULL,NULL,0,NULL,NULL,NULL,NULL
Whole Foods Market,EVgo,3111 Mowry Avenue,Fremont,CA,94538,125,50,0.35,0.3,6.99,NULL,NULL
Crossroads Pleasant Hill,EVgo,2316 Monument Boulevard,Pleasant Hill,CA,94523,125,50,0.35,0.3,6.99,NULL,NULL
Northgate Mall - San Rafael,EVgo,5800 Northgate Drive,San Rafael,CA,94903,125,50,0.35,0.3,6.99,NULL,NULL
Whole Foods - Cupertino,EVgo,20955 Stevens Creek Boulevard,Cupertino,CA,95014,125,50,0.35,0.3,6.99,NULL,NULL
The Village at Corte Madera,EVgo,1618 Redwood Highway,Corte Madera,CA,94925,125,50,0.35,0.3,6.99,NULL,NULL
Whole Foods Market Street,EVgo,2001 Market Street,San Francisco,CA,94114,125,50,0.35,0.3,6.99,NULL,NULL
Public Market - Emeryville,EVgo,5959 Shellmound Street,Emeryville,CA,94608,125,50,0.35,0.3,6.99,NULL,NULL
San Francisco Premium Outlets,EVgo,2774 Livermore Outlets Drive,Livermore,CA,94551,125,50,0.35,0.3,6.99,NULL,NULL
Great Mall - Milpitas,EVgo,447 Great Mall Drive,Milpitas,CA,95035,125,50,0.35,0.3,6.99,NULL,NULL
49ers Stadium - Santa Clara Public Lot,EVgo,2525 Tasman Drive,Santa Clara,CA,95054,125,50,0.35,0.3,6.99,NULL,NULL
Petaluma Village Premium Outlets,EVgo,2200 Petaluma Boulevard North,Petaluma,CA,94952,125,50,0.35,0.3,6.99,NULL,NULL
Peralta College,EVgo,333 East 8th Street,Oakland,CA,94606,125,50,0.35,0.3,6.99,NULL,NULL
Stevens Creek Nissan,None,4855 Stevens Creek Boulevard,Santa Clara,CA,95051,NULL,NULL,0,NULL,NULL,NULL,NULL
Applegate Ranch Shopping Center,EVgo,1264 Commerce Avenue,Atwater,CA,95301,125,50,0.35,0.3,6.99,NULL,NULL
Whole Foods - Gilman,EVgo,1025 Gilman Street,Berkeley,CA,94710,125,50,0.35,0.3,6.99,NULL,NULL
Linda Mar Shopping Center,EVgo,1227 Linda Mar Shopping Ctr,Pacifica,CA,94044,125,50,0.35,0.3,6.99,NULL,NULL
Dublin Kia,Shell Recharge,4200 John Monego Court,Dublin,CA,94568,125,50,NULL,NULL,NULL,0.25,NULL
Applied Materials - Building 12,Unknown (edit),3350 Scott Boulevard,Santa Clara,CA,95051,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ohlone College - Newark Campus,Blink,39399 Cherry Street,Newark,CA,94560,NULL,NULL,NULL,NULL,NULL,NULL,NULL
North Bay Nissan,None,1250 Auto Center Drive,Petaluma,CA,94952,NULL,NULL,0,NULL,NULL,NULL,NULL
Walmart #2280 - Mountain View CA,Electrify America,600 Showers Drive,Mountain View,CA,94040,875,350,0.43,0.31,4,NULL,NULL
Meta Mpk12-01,ChargePoint,1 Hacker Way MPK 12,Menlo Park,CA,94025,62,62,0,NULL,NULL,NULL,NULL
Silver Spring Networks,ChargePoint,585 Broadway,Redwood City,CA,94063,100,50,NULL,NULL,NULL,0.02,NULL
Lynbrook High School,Powerflex,1280 Johnson Avenue,San Jose,CA,95129,NULL,NULL,NULL,NULL,NULL,0.03,NULL
Miller Avenue Garage,EVgo,329 Miller Avenue,South San Francisco,CA,94080,125,50,0.35,0.3,6.99,NULL,NULL
Alcopark Garage,ChargePoint,165 13th Street,Oakland,CA,94612,100,50,0.25,NULL,NULL,NULL,NULL
Saratoga Library,ChargePoint,13650 Saratoga Avenue,Saratoga,CA,95070,100,50,0.35,NULL,NULL,NULL,NULL
Winn Volkswagen,ChargePoint,39695 Balentine Drive,Newark,CA,94560,52,23.9,0.25,NULL,NULL,NULL,1.25
Alma Street Parking,None,355 Alma Street,Palo Alto,CA,94301,NULL,NULL,0,NULL,NULL,NULL,NULL
Whole Foods Market,"ChargePoint, EVgo",3502 Mt Diablo Boulevard,Lafayette,CA,94549,27,6.5,0,NULL,NULL,NULL,NULL
Stanford Shopping Center,Electrify America,660 Stanford Shopping Center,Palo Alto,CA,94304,875,350,0.43,0.31,4,NULL,NULL
Whole Foods - Redwood City,EVgo,1250 Jefferson Avenue,Redwood City,CA,94062,125,50,0.35,0.3,6.99,NULL,NULL
West Valley Mall,EVgo,3200 Naglee Road,Tracy,CA,95304,125,50,0.35,0.3,6.99,NULL,NULL
Whole Foods San Jose - The Alameda,EVgo,777 The Alameda,San Jose,CA,95126,125,50,0.35,0.3,6.99,NULL,NULL
Meta Mpk20.3,ChargePoint,1 Facebook Way,Menlo Park,CA,94025,100,50,0,NULL,NULL,NULL,NULL
